Idx,A1S,A1E,A2S,A2E,A3S,A3E,A4S,A4E,A5S,A5E,A6S,A6E
798,1115723223,1525310139,726176554,1574284927,1408948248,1441244090,1430196027,1514334885,60787,80499,118,39367
799,1093649278,1930482266,31005402,1717953490,1187544850,1417274413,1279030887,1453868829,54799,73177,2786,40433
800,239529954,1759658398,890880838,1390404708,1015906639,1459523291,1399475122,1536236990,39414,76226,222,26346
801,517564202,1166414726,836021437,1618222882,1480718677,1552485701,1406249220,1537591808,41791,67972,7336,42253
802,334821406,1417742869,807160479,1340172491,1249645157,1506270997,1246885109,1441010516,9414,39820,3203,15669
803,145592770,1342051414,846199128,1880992236,1329609828,1474100406,1323090379,1520960039,4589,20757,5276,41429
804,401780780,1444526618,510881315,1162404993,1454090620,1500625354,1306852404,1517712444,43215,68544,4179,40992
805,1326193904,1488893225,778858647,1595357766,1450759012,1546493768,1490697986,1538535668,1283,34941,2577,40350
806,134132748,1337467407,832942505,1878340909,1259102719,1508162507,1338431491,1431229877,9044,54875,2411,40283
807,515482446,1165165672,263985449,1764549497,1467402078,1549822382,1274674088,1511276784,50604,78464,8397,54105
808,665690231,1550090399,1434129480,1857466098,1499679048,1542128094,1274743983,1511290763,2634,19193,2982,28002
809,235907388,1378177263,527116959,1172146379,1467781580,1529369105,1290409789,1514423921,32377,74817,3519,15922
810,1376220583,1834302541,50486975,1721849803,948582302,1446058426,1278756008,1453758878,48289,78001,130,13211
811,211934978,1368588299,1193367199,1950425847,1111121083,1478566183,1271801074,1510702178,50276,78396,4819,29105
812,465550670,1135206606,664654479,1549676097,1446705424,1496194236,1480219555,1552385875,65250,81394,9421,43087
813,464353096,1134488062,125547325,1736861873,1468000168,1529456542,1454961101,1547334185,4033,69149,3149,40580
814,1275775343,1448558377,135701914,1738892790,1057898422,1467921650,1287503581,1513842681,59222,74945,2668,27814
815,1018792330,1915510874,125194757,1333892210,976186120,1451579188,1404718029,1437859914,4315,20538,3919,40888
816,146447331,1342393239,883558557,1888464121,1183772725,1493096509,1297390740,1515820112,11085,55692,8650,54158
817,460028442,1803758098,787621079,1058034965,1364545792,1529251124,1194823841,1495306733,48266,77994,6523,41929
818,445000088,1122876258,748645705,1861481549,1346923169,1525726597,1448463781,1521641986,39312,66981,9831,54391
819,1168960482,1751398500,1277790215,1794930392,1044179362,1465177838,1188671366,1417725020,54503,66873,7146,42177
820,539240118,1819600434,1237235398,1598217444,1385492250,1459466332,1287134507,1457110277,54774,67036,6124,53652
821,1067355818,1710756635,986079904,1447524146,1325291881,1423346111,1279367385,1454003427,14811,71303,3761,16115
822,877802565,1634935332,830155869,1092062797,1213016278,1498945222,1187643990,1417314069,12899,70923,9573,31957
823,161258534,1744004114,1163915015,1359070114,1047342862,1465810538,1335380486,1523418062,3138,52512,9334,54294
824,1161072816,1552519894,650945691,1246443619,1475856660,1513684978,1453568985,1500312373,51109,71701,6479,53723
825,440491410,1460010870,121553650,1332435766,1115253924,1479392748,1404635090,1437793563,7324,54187,7507,42322
826,1179007702,1563280826,549718018,1503701515,1333082543,1522958475,1366080021,1447818995,53846,79110,4734,41214
827,235938409,1378189669,613724225,1834497253,1208085071,1425490502,1270000222,1510342010,63607,72335,9499,43120
828,458506870,1130980326,829789744,1091769897,1345368637,1525415693,1203457429,1350245439,62823,67344,7554,53938
829,1191180816,1570584694,849701232,1365696944,1213527115,1499047387,1236106160,1503563196,10384,25393,6085,17975
830,706827268,1853117864,444056730,1122310242,1178014452,1491944856,1441165391,1544575043,57638,74312,3877,28539
831,280896531,1396172919,1050354896,1703956265,1244764919,1440162440,1432008660,1515059937,63824,68145,359,13394
832,363470717,1073958635,397422522,1442783316,1413722252,1539086416,1364251408,1529192248,481,68437,8403,31255
833,374463145,1080554091,671713947,1258904573,1230472168,1502436400,1201188845,1422732011,12170,70778,8222,42608
834,1196084798,1384805941,1238142217,1418451876,963831373,1449108241,1395649384,1500516226,46500,77644,81,52441
835,476933560,1142036340,279930712,1767738552,1334259423,1523193851,1463670988,1506373576,64001,72571,5161,29309
836,654444711,1248543031,950589293,1426229781,1269740889,1450152828,1193241460,1419553057,18617,45341,88,52444
837,1154422351,1942636879,613350355,1223886417,1446649505,1545671865,1309005183,1518143003,51902,78722,1858,40063
838,954757389,1902703885,1434044252,1857432008,1347996093,1525941185,1489368772,1538003983,1682,35180,1892,14620
839,165777433,1744907897,146242668,1342311375,1248953983,1441838068,1316584464,1418121660,8517,54663,4301,16547
840,977577784,1674845419,804239724,1338420038,1051057477,1466553461,1354987016,1527339368,1416,51822,3127,53051
841,177536019,1354828713,413313912,1103864552,1323146654,1422058974,1198297899,1496001543,54285,66743,5488,41515
842,517049300,1166105784,435755445,1798903497,1444080882,1519888827,1262193358,1508780638,28514,74046,188,26326
843,1144371516,1940626712,995363304,1224228745,1462600364,1484165782,1381207536,1494739488,61521,71083,9402,31854
844,776737512,1867099912,515765505,1165335507,1260737004,1508489364,1424311776,1482758048,52148,78772,4623,16805
845,476304790,1141659078,551346303,1186683987,1429751487,1486021875,1284661782,1513274322,11134,70570,3964,16278
846,1014070197,1239194260,375009915,1080882153,1351159590,1526573882,1193232181,1494988401,32246,74790,7787,19336
847,106113813,1326259833,521865525,1168995519,1366139557,1488712297,1465695704,1507588404,61086,80558,2965,15479
848,468528243,1471225605,1165485974,1360326881,1341309485,1478780267,1394662612,1500121519,10869,55605,7272,18924
849,1184647806,1757673429,765931603,1590186949,1298725650,1461746733,1378580499,1493688672,29109,74165,2704,52968
850,1163088066,1358408555,496054955,1810963399,1006470205,1457636005,1369463339,1449848985,4760,20894,3464,28292
851,817528741,1081961095,875268302,1381037186,1311498936,1518641752,1372453298,1530832626,9359,70215,6423,41889
852,809032181,1341295513,841170988,1360578798,1086956402,1473733246,1327928654,1473427934,4118,36642,4877,41270
853,1133418628,1737181759,611695356,1222893418,1297832613,1515908489,1443225771,1544987119,58085,74492,3087,40554
854,478082558,1142725740,384942802,1437791428,1472195008,1491841498,1433550002,1488300984,64314,72760,672,52560
855,222108708,1372657791,1224743880,1956701184,1296096659,1515561295,1270953288,1450637790,60802,65727,1362,52698
856,837533628,1618827759,459273105,1131440067,1437225159,1517146536,1453905743,1547123115,15722,71486,7636,19215
857,829820738,1353768648,137026280,1338624818,1125074315,1481356827,1313858508,1416486088,7673,38775,3339,15778
858,442988728,1121669442,379053705,1083308427,1027017235,1461745411,1193073356,1419485816,25708,73484,1440,14259
859,1221819680,1588968012,1381075662,1987967542,1424257419,1482725433,1315410686,1468420748,47969,70445,407,52507
860,1073200658,1499796600,954639545,1191649738,1476091748,1532693174,1411210879,1538584139,19529,72249,2006,27416
861,206339111,1753020231,1124610726,1530642640,1484129807,1518648867,1353320589,1483584708,1073,34815,260,26370
862,508677276,1161082570,74467970,1313601494,1444940397,1520232633,1426754500,1512958273,48230,77990,2442,27678
863,124521187,1333622782,837384123,1097845401,1361486450,1486851053,1192335225,1343572117,65084,77291,835,13775
864,915840519,1405380515,812202862,1343197922,1269387856,1510219536,1242713921,1504884749,7562,23135,6010,17915
865,1036472826,1919046974,1190496341,1949851677,1284758616,1456159920,1370063534,1530354670,62525,71687,2476,52920
866,621465754,1228755656,521588750,1168829454,1256561424,1507654248,1442103792,1544762724,60757,70625,3952,16268
867,524266245,1170435951,641000391,1540214463,1365787911,1529499547,1394707410,1535283446,53906,79122,5859,41664
868,4973978,1712747206,1431124265,1997977261,1488628733,1521348223,1399191870,1536180338,721,51544,6358,53698
869,1296713454,1971095098,191998165,1360613572,1234796929,1503301349,1336311955,1429958155,12101,41431,3246,15703
870,860942558,1883940922,1280274246,1452157499,1073680083,1471077983,1212130862,1427108819,58153,79973,3510,28320
871,1474049474,1873434095,1533634963,1776057183,1542058210,1547732059,1455147527,1547371471,1140,17998,1336,39853
872,1164601112,1359618992,1111267447,1728321286,1264646282,1448114987,1283873778,1455805986,23388,73020,7082,53842
873,1274222315,1966596871,415384115,1449967952,1029049078,1462151782,1217532079,1429269304,27664,73876,7159,18834
874,273469812,1393202232,1167895102,1362254184,1308582323,1465689404,1352703560,1483337897,12345,56196,1136,14015
875,1092044088,1720631943,475679616,1806888332,1328047965,1424999761,1272865900,1451402833,53177,72527,5743,41617
876,393565693,1790465549,970211264,1671898811,1321643357,1421156997,1271086585,1510559281,22829,72909,3033,15533
877,834095116,1617452353,1268097449,1791053285,1446605560,1545663076,1506859747,1532286831,1285,68601,4081,16371
878,761996674,1313074208,791392174,1061051841,1151287789,1486599521,1187176298,1493777226,47083,77759,4592,53344
879,32770411,1718306491,508153051,1160768035,1385834648,1496590334,1450544313,1522474200,61751,75956,839,39656
880,471833083,1806119027,486950799,1148046683,1474396275,1493602511,1421753639,1510957928,31300,74604,5431,29471
881,508645740,1161063648,263121312,1764376672,1428853835,1513798007,1479933296,1552328624,3684,69080,1534,27134
882,515089346,1164929812,488963494,1809545106,1482334046,1499952728,1333540504,1523050064,20550,72454,3110,15595
883,1335867264,1657396562,1360430710,1516282670,1415671259,1539476215,1353779771,1440438845,31491,74639,572,39548
884,335785216,1418128393,1202286393,1952209689,1234601800,1503262324,1286216743,1456743172,58464,69250,6232,29952
885,1182489451,1948250299,359455668,1783643544,1012259687,1458793903,1352986452,1483451055,42154,76774,3898,40879
886,1114450507,1524546509,1114754567,1729716134,1507018163,1532381881,1324491080,1521240180,2606,68862,3855,28527
887,317336234,1410748799,613787695,1834509947,1156753081,1487692581,1410771563,1442702742,59303,80203,574,39550
888,553203202,1505095588,139205276,1339496417,1090565822,1474455130,1313684555,1519078875,12079,26749,6917,42086
889,535335659,1497948569,813916894,1344226340,1254790351,1507300035,1408642333,1538070433,7672,54325,5850,17787
890,1166074976,1360798083,541459266,1500398013,965083459,1449358655,1282554579,1455278304,49469,71045,8533,19933
891,319454809,1775643369,1191409183,1950034247,1108522926,1478046550,1341258408,1478759838,27211,73783,2976,27998
892,818419136,1346927686,1174983558,1946749122,1207646353,1497871237,1271521688,1450865150,34745,75293,1524,14326
893,684791860,1557731050,808716211,1341105931,1354652149,1527272393,1264690969,1448132860,8745,24082,5981,17891
894,1190566184,1760040779,464444843,1469592245,1245874311,1505516827,1380936950,1456733152,55575,79459,652,39580
895,417052554,1450635327,1245949831,1603446103,1399084727,1433353273,1273530067,1511047979,53096,66028,7066,42145
896,338772585,1419323340,397040545,1094100531,1253844388,1507110844,1371142134,1490713326,50058,78354,4757,29067
897,1270844462,1618382882,295230183,1770798447,1109281182,1478198202,1214624453,1428106256,33587,75059,1011,13915
898,1174054852,1367181984,685627679,1558065377,1008836791,1458109323,1381285907,1456942527,6734,53951,9453,20669
899,238403132,1759433036,504474986,1158561196,1422989418,1511452242,1448320130,1546005990,15061,71353,7627,53951
900,602677743,1524885405,792976291,1331661979,1038289016,1463999768,1276489137,1511639793,3897,36509,9177,54261
901,1378195509,1987391509,1317602490,1975272906,992551664,1454852296,1419907560,1450011539,14021,71145,330,39453
902,408918075,1101227049,286483451,1398407687,1395757636,1430691600,1202630717,1276190065,63893,68200,3934,28574
903,800251131,1336026883,288188754,1399089807,1042277324,1464797428,1256212662,1444741539,7396,38608,4456,41101
904,384244210,1086422730,336058927,1778964195,1081089157,1472559797,1200018015,1422263679,21925,72729,1100,26874
905,869687903,1377688947,1220670367,1588278425,1238138181,1437511746,1280631480,1454509065,46688,77680,5058,53438
906,830149701,1353966025,1090628538,1510253328,1309458894,1518233742,1193113405,1494964645,7750,54358,7337,30615
907,590536421,1520028875,1165681330,1360483166,1104531542,1477248274,1316013448,1468661854,1879,52009,8614,19998
908,959630056,1667666329,1186373732,1377037088,1122181561,1480778277,1279661624,1512274288,63515,76664,6124,18006
909,36253583,1719003127,609106006,1527456709,1504153636,1530663164,1333260287,1522994023,2600,35732,9689,54365
910,235905832,1758933576,825350970,1088218878,1023587621,1461059489,1192790807,1343845467,60076,75286,6171,18043
911,971957229,1439050541,1273545887,1620003737,1361955469,1528733057,1359945482,1444138272,36517,75645,594,26570
912,1260975309,1963947469,1219043475,1403172882,1380939709,1532529905,1279310268,1453980582,61888,66596,7485,42315
913,454536085,1128597855,336845090,1779121426,1243569101,1505055785,1461990530,1483677915,57183,74130,5687,17656
914,497262419,1154233655,574638707,1826680151,1325808868,1521503740,1425412174,1512421342,59706,75138,829,52593
915,1094533662,1930659142,1312140912,1643160752,1492781893,1539369232,1274839771,1511309919,1330,18150,8294,19742
916,994943083,1452842055,1178842994,1563182000,1343198744,1524981712,1385065385,1459210213,57405,79825,8304,31196
917,972293872,1205773200,1120423749,1935837157,1399891373,1536320241,1446385530,1545619070,40150,67318,6222,29946
918,519231376,1167415030,640388430,1539969678,1165689367,1489479839,1460019537,1526264289,14145,71173,3663,16037
919,592146250,1520672806,1296848440,1971122096,1304753246,1464157772,1360411183,1444417693,40235,76391,444,26480
920,744244216,1860601252,279949589,1395794141,1294396142,1515221194,1407199202,1472490504,40414,67423,467,26493
921,186915179,1358580377,1270344907,1965821391,1365817125,1488583323,1226888593,1433011912,10788,25716,2526,52930
922,841655106,1101262187,982440812,1213890752,1187562742,1493854514,1363900353,1529122037,4213,69185,5993,53625
923,1143947485,1940541905,979888788,1211849133,1454706150,1547283194,1361886103,1528719187,27774,73898,1615,14399
924,359506204,1783653648,1186789753,1567950057,1329275902,1522197146,1279720329,1396003179,40709,67541,361,39463
925,490071392,1149919040,187891119,1749330631,1450237161,1498313279,1380147341,1494315410,65108,73236,6495,30111
926,1293564287,1632014777,468325676,1805417544,1500573461,1542485858,1483526303,1518286765,1817,51983,8414,42686
927,228020157,1757356441,462674923,1133481159,1145302181,1485402401,1463013942,1484496645,41149,67717,4630,41173
928,1130658799,1534271483,40031639,1719758735,1500697288,1556481424,1416796921,1508975242,2005,68745,3609,53149
929,780231186,1052123051,329939163,1415789973,1256377094,1507617382,1203674411,1497076847,51472,71845,9620,54352
930,467799185,1470933980,808445029,1340943221,1388988605,1497851915,1254246531,1443955086,6962,54041,5032,41332
931,466883588,1136006358,158887644,1347369363,1367021463,1529746259,1416952879,1509037624,38946,76130,697,39598
932,516613558,1165844340,155024953,1345824289,1439366887,1544215343,1409318312,1505983799,59081,80157,8341,54093
933,1283656631,1797276959,929771136,1413738886,1170520698,1490446106,1260810030,1446580485,47263,77795,8092,54044
934,1172553443,1752835685,1187723265,1378116714,1109778745,1478297713,1277674850,1511876934,15604,71464,1472,39908
935,682313602,1848215130,1313407310,1974433870,1357507874,1442675706,1417184550,1539778874,38437,66631,386,26444
936,1186484795,1567767081,85511591,1728854727,1197641221,1421312962,1275142309,1452313396,50652,71517,4539,53335
937,1190571868,1949866784,522978820,1816348172,1400592893,1468526719,1296923838,1515726734,18419,72027,1509,52729
938,467193049,1470691525,494887946,1152808972,1231920123,1502725991,1425057211,1541353407,42240,68154,7923,42489
939,465069220,1134917736,289568825,1399641836,1147603164,1485862596,1440113474,1492239066,48177,77977,819,39648
940,261899827,1388574238,396350234,1093686344,1160123162,1488366598,1246888786,1505719722,44459,77235,7307,30597
941,418075867,1106721725,619772119,1227739475,1333252708,1475557558,1205715916,1278658224,28709,74085,902,39680
942,251839570,1384550134,474980137,1140864287,1362746703,1487355156,1475185495,1494233887,36146,75570,269,52481
943,659026417,1251292055,505588881,1159229533,1432106757,1515099177,1254827983,1507307563,6517,69645,1165,52661
944,75040418,1726760494,745746746,1582113005,1389784787,1534298923,1505989830,1557539930,661,17614,3170,28116
945,677148483,1847182107,1192134398,1950179290,1266303703,1448777956,1318240848,1469552814,24993,73341,3957,40902
946,838822277,1359169571,1164914079,1554824651,1329770031,1426033001,1413349234,1444764878,3658,69074,8901,20227
947,1176301630,1561657182,94871523,1730726715,1364133045,1446650809,1279576409,1395916827,32976,74936,5602,29574
948,1007813265,1686939612,517067538,1490641323,1484487842,1518863688,1380026863,1494267220,2683,19232,693,26629
949,617972900,1531003466,388941116,1089240874,1384861521,1533314269,1202981257,1349959737,32860,74916,4081,40951
950,385353063,1087088043,258713350,1387299646,937503544,1443842672,1205292859,1497400535,58932,69530,1975,14687
951,527520907,1172388749,851576773,1109199521,1303430306,1517028026,1399323329,1536206629,3010,68946,9621,54349
952,1274586598,1447607381,19610169,1715674441,1381196293,1456888759,1217535162,1429270539,45203,69338,7598,19185
953,1116443002,1525742006,982256910,1213743630,1297038155,1515749595,1401380133,1536617993,41271,67764,210,39405
954,1025100421,1248018439,1144714193,1542704721,1476747330,1495483355,1234530584,1503248080,55954,67744,9710,54370
955,19839362,1715720282,1181151135,1947982635,1392755943,1463824549,1315574741,1468486370,46819,77707,5687,41594
956,605791158,1832910642,1173589399,1366809621,1206405830,1424818805,1278196199,1453534952,53639,79071,7622,19204
957,358463694,1783445146,147858297,1342957626,1400878439,1468698045,1316940491,1469032670,5843,21760,4377,28839
958,545269049,1183037633,478891319,1143210995,1473809409,1551103845,1478676433,1533727048,12612,70864,6790,18539
959,860122340,1883776876,506471141,1159758889,1478874791,1552116923,1304465005,1517234965,4102,69162,1425,52713
960,516953124,1166048078,135151084,1738782624,1473824680,1531786345,1433565239,1488310125,46379,69809,5012,41324
961,782394542,1868231318,1355042414,1982760890,1312294867,1467174421,1355100837,1441231485,58961,74840,345,52497
962,908328157,1647145570,531666033,1174875825,1434762009,1516161276,1450830447,1546508055,55861,67687,1444,14262
963,496610973,1153842789,750048520,1861762112,1422086739,1511091168,1416821251,1539706215,23990,73142,1723,27247
964,1219273767,1771523814,845265988,1363035798,950705038,1446482974,1218584781,1429690386,12030,26710,2885,27945
965,175604817,1746873373,1189024032,1949557216,1375936359,1453732797,1325777343,1521497435,29066,74154,6946,18663
966,1263618579,1789261737,60084346,1307848045,1146256152,1485593196,1270824210,1510506806,45986,69650,2659,15234
967,825524756,1088357907,712593966,1854271202,1134045042,1483150974,1205051331,1424277006,49930,71230,9208,54268
968,136526895,1338425064,987705624,1909293532,1396780366,1500968620,1299758813,1462160000,10845,40679,1668,27214
969,398553417,1095008255,308321336,1773416676,1251142077,1506570381,1376086760,1531559316,15521,71445,7966,19479
970,493684916,1152087154,500233175,1483907576,1181715615,1492685087,1446807885,1520979627,51535,71872,9768,54380
971,792947425,1331644659,516105986,1490256701,1010827357,1458507437,1250690028,1442532486,1148,51716,6537,30135
972,488026763,1148692263,260268101,1387921547,1459907050,1526219293,1249905460,1506323056,53335,79011,8985,20295
973,1285371833,1968826777,1279127477,1623352691,1053687002,1467079366,1220072761,1500356517,62560,71708,1215,14079
974,491540660,1150800600,225233261,1756799061,1448783710,1521769957,1427324621,1513186322,42500,68258,6314,41846
975,1091970891,1511058739,1344704083,1503701369,1250561398,1442481034,1424292311,1541200427,51375,71808,443,39497
976,837834282,1618948020,826084775,1088805922,1299780731,1516298111,1203282853,1276711774,58026,79946,597,26571
977,1358453653,1983443141,851189774,1881990362,1092918662,1474925698,1355278609,1441338147,48944,78132,263,13317
978,207712136,1753294836,488259037,1148831627,1249728462,1506287658,1468695140,1550080992,55745,73556,1900,14627
979,1121976808,1529062290,1179345896,1563483742,1310255555,1466358695,1387368665,1533815697,58549,74677,5838,17777
980,1058940508,1707390511,1240687688,1600288818,1234376662,1436007139,1274297353,1451975416,35303,75403,7608,53948
981,488018535,1148687325,191025677,1749957545,1452536089,1546849181,1365724131,1529486791,58115,79967,8834,54194
982,422419016,1452781913,528148858,1172765520,1356565254,1484882574,1415490240,1539440012,36535,65872,5651,53555
983,1203757165,1952503841,151637134,1742079834,1317371858,1418594098,1278887142,1512119394,53953,66543,891,52603
984,1174792487,1560751697,1045359478,1920824306,1330859771,1474600382,1277623200,1394744902,10336,70408,2723,40409
985,486871953,1147999377,781678860,1596485850,1377701279,1493336984,1436673426,1543676650,19240,72192,4863,16997
986,482767212,1808305852,1201689562,1576889942,1291911927,1459021245,1410859908,1442773418,60935,75632,27,13128
987,1234207080,1415303766,799696700,1871691748,1018039432,1459949852,1285540121,1513449989,60445,80433,2175,40191
988,188581971,1359247095,1241992526,1780611317,1393760966,1535094158,1355649679,1441560789,9415,70227,3010,40525
989,1025708464,1471301282,396354987,1093689197,1406870273,1439581710,1186595197,1340128101,63231,76548,550,26544
990,1216891571,1401451359,1072663842,1499474510,1273107424,1451499442,1278377172,1453607343,34470,75238,5562,29550
991,1216916701,1770580987,433660898,1798484590,950497403,1446441447,1414812575,1445935551,65130,69190,177,13248
992,615676960,1834887800,1185785861,1758128651,1213107644,1427499530,1286683218,1513678610,53654,79074,9307,54287
993,722171337,1572682842,922784559,1652928129,1384383697,1421592449,1276342313,1452793400,12818,70906,7444,30680
994,1274855668,1966723544,1086944861,1718592251,1295577434,1515457450,1255742892,1444553631,50817,78505,3538,28336
995,949215567,1187310556,1057920082,1923336426,1432909393,1487916619,1476207434,1513895442,60283,70341,7659,42384
996,640713904,1540099867,1279223567,1623410345,1112330285,1478808021,1259069426,1445884244,27404,73824,3921,53209
997,1270031228,1617894942,474171452,1806586700,1390251494,1498357070,1217948879,1429436024,15284,71400,5469,41508
998,844639135,1621669960,522897008,1169614410,1209690075,1498279979,1435927241,1543527413,60016,75262,6594,30170
999,1265633452,1440444864,839732109,1359715469,1403599700,1503696353,1321241672,1470753143,7377,54207,9251,31763
1000,892136417,1890179693,1276769960,1621938180,1377390398,1454605222,1190715287,1418542589,17671,71875,5024,29228
